customer_id,name,email,city,state,signup_date,customer_segment
C00840,Customer 840,customer840@example.com,Panipat,Haryana,2024-01-06,Small Business
C00841,Customer 841,customer841@example.com,Ahmedabad,Gujarat,2025-02-07,Small Business
C00842,Customer 842,customer842@example.com,Jaipur,Rajasthan,2024-03-28,Corporate
C00843,Customer 843,customer843@example.com,Pune,Maharashtra,2026-02-05,Small Business
C00844,Customer 844,customer844@example.com,Hyderabad,Telangana,2024-08-04,Corporate
C00845,Customer 845,customer845@example.com,Jaipur,Rajasthan,2024-05-25,Consumer
C00846,Customer 846,customer846@example.com,Mumbai,Maharashtra,2024-08-14,Small Business
C00847,Customer 847,customer847@example.com,Bengaluru,Karnataka,2024-07-17,Consumer
C00848,Customer 848,customer848@example.com,Mumbai,Maharashtra,2025-11-18,Small Business
C00849,Customer 849,customer849@example.com,Panipat,Haryana,2026-05-21,Small Business
C00850,Customer 850,customer850@example.com,Kolkata,West Bengal,2025-10-22,Small Business
C00851,Customer 851,customer851@example.com,Delhi,Delhi,2024-10-24,Small Business
C00852,Customer 852,customer852@example.com,Delhi,Delhi,2024-09-13,Consumer
C00853,Customer 853,customer853@example.com,Pune,Maharashtra,2026-01-13,Small Business
C00854,Customer 854,customer854@example.com,Kolkata,West Bengal,2024-12-04,Corporate
C00855,Customer 855,customer855@example.com,Mumbai,Maharashtra,2025-11-18,Small Business
C00856,Customer 856,customer856@example.com,Pune,Maharashtra,2024-04-12,Corporate
C00857,Customer 857,customer857@example.com,Ahmedabad,Gujarat,2024-03-12,Consumer
C00858,Customer 858,customer858@example.com,Hyderabad,Telangana,2025-05-12,Corporate
C00859,Customer 859,customer859@example.com,Hyderabad,Telangana,2025-09-23,Small Business
C00860,Customer 860,customer860@example.com,Bengaluru,Karnataka,2025-12-11,Small Business
C00861,Customer 861,customer861@example.com,Mumbai,Maharashtra,2025-08-02,Small Business
C00862,Customer 862,customer862@example.com,Hyderabad,Telangana,2026-04-07,Corporate
C00863,Customer 863,customer863@example.com,Chennai,Tamil Nadu,2024-06-21,Consumer
C00864,Customer 864,customer864@example.com,Hyderabad,Telangana,2024-09-09,Consumer
C00865,Customer 865,customer865@example.com,Chennai,Tamil Nadu,2024-10-10,Corporate
C00866,Customer 866,customer866@example.com,Mumbai,Maharashtra,2025-11-26,Small Business
C00867,Customer 867,customer867@example.com,Hyderabad,Telangana,2026-06-17,Corporate
C00868,Customer 868,customer868@example.com,Kolkata,West Bengal,2025-04-01,Corporate
C00869,Customer 869,customer869@example.com,Bengaluru,Karnataka,2025-05-13,Small Business
C00870,Customer 870,customer870@example.com,Delhi,Delhi,2024-06-28,Small Business
C00871,Customer 871,customer871@example.com,Ahmedabad,Gujarat,2024-03-24,Corporate
C00872,Customer 872,customer872@example.com,Mumbai,Maharashtra,2025-07-05,Consumer
C00873,Customer 873,customer873@example.com,Bengaluru,Karnataka,2026-01-21,Small Business
C00874,Customer 874,customer874@example.com,Delhi,Delhi,2026-01-14,Consumer
C00875,Customer 875,customer875@example.com,Panipat,Haryana,2026-05-19,Small Business
C00876,Customer 876,customer876@example.com,Panipat,Haryana,2026-04-12,Small Business
C00877,Customer 877,customer877@example.com,Ahmedabad,Gujarat,2025-02-18,Small Business
C00878,Customer 878,customer878@example.com,Pune,Maharashtra,2024-02-07,Small Business
C00879,Customer 879,customer879@example.com,Bengaluru,Karnataka,2025-07-10,Small Business
C00880,Customer 880,customer880@example.com,Kolkata,West Bengal,2025-10-31,Consumer
C00881,Customer 881,customer881@example.com,HYDERABAD,Telangana,2025-02-05,Consumer
C00882,Customer 882,customer882@example.com,Ahmedabad,Gujarat,2026-01-20,Corporate
C00883,Customer 883,customer883@example.com,Mumbai,Maharashtra,2025-04-20,Small Business
C00884,Customer 884,customer884@example.com,Jaipur,Rajasthan,2024-04-02,Corporate
C00885,Customer 885,customer885@example.com,Hyderabad,Telangana,2025-05-29,Consumer
C00886,Customer 886,customer886@example.com,Pune,Maharashtra,2026-05-18,Small Business
C00887,Customer 887,customer887@example.com,Mumbai,Maharashtra,2026-02-14,Small Business
C00888,Customer 888,customer888@example.com,Mumbai,Maharashtra,2025-04-01,Consumer
C00889,Customer 889,customer889@example.com,Mumbai,Maharashtra,2025-08-02,Small Business
C00890,Customer 890,customer890@example.com,Mumbai,Maharashtra,2026-01-23,Small Business
C00891,Customer 891,customer891@example.com,Kolkata,West Bengal,2025-01-02,Consumer
C00892,Customer 892,customer892@example.com,Pune,Maharashtra,2026-02-18,Corporate
C00893,Customer 893,customer893@example.com,Pune,Maharashtra,2024-03-05,Corporate
C00894,Customer 894,customer894@example.com,Hyderabad,Telangana,2024-08-27,Consumer
C00895,Customer 895,customer895@example.com,Pune,Maharashtra,2025-06-14,Corporate
C00896,Customer 896,customer896@example.com,Chennai,Tamil Nadu,2025-04-25,Corporate
C00897,Customer 897,customer897@example.com,Panipat,Haryana,2024-02-10,Small Business
C00898,Customer 898,customer898@example.com,Hyderabad,Telangana,2024-04-15,Small Business
C00899,Customer 899,customer899@example.com,Jaipur,Rajasthan,2025-10-10,Corporate
C00900,Customer 900,customer900@example.com,Bengaluru,Karnataka,2025-08-15,Small Business
C00901,Customer 901,customer901@example.com,Ahmedabad,Gujarat,2024-06-27,Corporate
C00902,Customer 902,customer902@example.com,Chennai,Tamil Nadu,2025-01-09,Small Business
C00903,Customer 903,customer903@example.com,Delhi,Delhi,2025-06-13,Corporate
C00904,Customer 904,customer904@example.com,Chennai,Tamil Nadu,2024-08-16,Small Business
C00905,Customer 905,customer905@example.com,Chennai,Tamil Nadu,2024-12-27,Corporate
C00906,Customer 906,customer906@example.com,Kolkata,West Bengal,2026-03-22,Corporate
C00907,Customer 907,customer907@example.com,Ahmedabad,Gujarat,2024-01-07,Small Business
C00908,Customer 908,customer908@example.com,Mumbai,Maharashtra,2025-03-26,Consumer
C00909,Customer 909,customer909@example.com,Pune,Maharashtra,2024-03-19,Small Business
C00910,Customer 910,customer910@example.com,Bengaluru,Karnataka,2024-08-04,Consumer
C00911,Customer 911,customer911@example.com,Mumbai,Maharashtra,2024-06-10,Corporate
C00912,Customer 912,customer912@example.com,Ahmedabad,Gujarat,2026-01-04,Consumer
C00913,Customer 913,customer913@example.com,Pune,Maharashtra,2025-02-28,Corporate
C00914,Customer 914,customer914@example.com,Delhi,Delhi,2025-05-08,Small Business
C00915,Customer 915,customer915@example.com,Kolkata,West Bengal,2025-05-05,Consumer
C00916,Customer 916,customer916@example.com,Ahmedabad,Gujarat,2024-06-14,Small Business
C00917,Customer 917,customer917@example.com,Chennai,Tamil Nadu,2024-01-23,Consumer
C00918,Customer 918,customer918@example.com,Panipat,Haryana,2024-05-10,Small Business
C00919,Customer 919,customer919@example.com,Ahmedabad,Gujarat,2024-06-13,Consumer
C00920,Customer 920,customer920@example.com,Jaipur,Rajasthan,2024-02-10,Small Business
C00921,Customer 921,customer921@example.com,Mumbai,Maharashtra,2024-02-27,Consumer
C00922,Customer 922,customer922@example.com,Bengaluru,Karnataka,2024-07-03,Small Business
C00923,Customer 923,customer923@example.com,Chennai,Tamil Nadu,2025-09-05,Small Business
C00924,Customer 924,customer924@example.com,Panipat,Haryana,2026-06-18,Small Business
C00925,Customer 925,customer925@example.com,Bengaluru,Karnataka,2024-03-28,Consumer
C00926,Customer 926,customer926@example.com,Kolkata,West Bengal,2025-09-13,Corporate
C00927,Customer 927,customer927@example.com,Kolkata,West Bengal,2024-06-23,Consumer
C00928,Customer 928,customer928@example.com,Chennai,Tamil Nadu,2025-09-07,Consumer
C00929,Customer 929,customer929@example.com,Ahmedabad,Gujarat,2026-04-20,Consumer
C00930,Customer 930,customer930@example.com,Ahmedabad,Gujarat,2025-11-06,Small Business
C00931,Customer 931,customer931@example.com,Bengaluru,Karnataka,2024-06-20,Small Business
C00932,Customer 932,customer932@example.com,Hyderabad,Telangana,2025-04-09,Small Business
C00933,Customer 933,customer933@example.com,Ahmedabad,Gujarat,2024-03-11,Consumer
C00934,Customer 934,customer934@example.com,Chennai,Tamil Nadu,2025-01-29,Consumer
C00935,Customer 935,customer935@example.com,Delhi,Delhi,2024-01-17,Consumer
C00936,Customer 936,customer936@example.com,Jaipur,Rajasthan,2026-05-30,Small Business
C00937,Customer 937,customer937@example.com,Chennai,Tamil Nadu,2026-04-26,Consumer
C00938,Customer 938,customer938@example.com,Ahmedabad,Gujarat,2024-04-08,Consumer
C00939,Customer 939,customer939@example.com,Kolkata,West Bengal,2025-09-21,Small Business
C00940,Customer 940,customer940@example.com,Panipat,Haryana,2026-06-17,Small Business
C00941,Customer 941,customer941@example.com,Jaipur,Rajasthan,2026-02-09,Consumer
C00942,Customer 942,customer942@example.com,Delhi,Delhi,2025-05-08,Small Business
C00943,Customer 943,customer943@example.com,Mumbai,Maharashtra,2025-09-09,Small Business
C00944,Customer 944,customer944@example.com,Panipat,Haryana,2026-03-04,Small Business
C00945,Customer 945,customer945@example.com,Chennai,Tamil Nadu,2025-06-18,Corporate
C00946,Customer 946,customer946@example.com,Hyderabad,Telangana,2026-06-14,Consumer
C00947,Customer 947,customer947@example.com,Jaipur,Rajasthan,2025-03-15,Consumer
C00948,Customer 948,customer948@example.com,Kolkata,West Bengal,2026-03-19,Corporate
C00949,Customer 949,customer949@example.com,Hyderabad,Telangana,2025-08-26,Small Business
C00950,Customer 950,customer950@example.com,Ahmedabad,Gujarat,2024-04-10,Corporate
C00951,Customer 951,customer951@example.com,Mumbai,Maharashtra,2024-09-17,Corporate
C00952,Customer 952,customer952@example.com,Pune,Maharashtra,2026-05-29,Consumer
C00953,Customer 953,customer953@example.com,Bengaluru,Karnataka,2025-09-04,Small Business
C00954,Customer 954,customer954@example.com,Chennai,Tamil Nadu,2024-09-20,Consumer
C00955,Customer 955,customer955@example.com,Panipat,Haryana,2025-12-27,Small Business
C00956,Customer 956,customer956@example.com,Panipat,Haryana,2025-08-14,Small Business
C00957,Customer 957,customer957@example.com,Delhi,Delhi,2025-06-16,Consumer
C00958,Customer 958,customer958@example.com,Chennai,Tamil Nadu,2025-11-01,Consumer
C00959,Customer 959,customer959@example.com,Hyderabad,Telangana,2025-02-22,Corporate
C00960,Customer 960,customer960@example.com,Delhi,Delhi,2024-06-07,Corporate
C00961,Customer 961,customer961@example.com,Ahmedabad,Gujarat,2024-09-16,Corporate
C00962,Customer 962,customer962@example.com,Jaipur,Rajasthan,2025-03-09,Small Business
C00963,Customer 963,customer963@example.com,Hyderabad,Telangana,2025-09-18,Corporate
C00964,Customer 964,customer964@example.com,Chennai,Tamil Nadu,2026-02-12,Consumer
C00965,Customer 965,customer965@example.com,Chennai,Tamil Nadu,2025-07-19,Small Business
C00966,Customer 966,customer966@example.com,Kolkata,West Bengal,2024-07-02,Corporate
C00967,Customer 967,customer967@example.com,Jaipur,Rajasthan,2025-07-22,Corporate
C00968,Customer 968,customer968@example.com,Bengaluru,Karnataka,2024-11-10,Small Business
C00969,Customer 969,customer969@example.com,Hyderabad,Telangana,2026-03-03,Small Business
C00970,Customer 970,customer970@example.com,Chennai,Tamil Nadu,2026-01-23,Consumer
C00971,Customer 971,customer971@example.com,Delhi,Delhi,2026-02-04,Consumer
C00972,Customer 972,customer972@example.com,Kolkata,West Bengal,2026-03-12,Small Business
C00973,Customer 973,customer973@example.com,Mumbai,Maharashtra,2024-04-12,Consumer
C00974,Customer 974,customer974@example.com,Jaipur,Rajasthan,2025-02-14,Corporate
C00975,Customer 975,customer975@example.com,Jaipur,Rajasthan,2025-09-20,Small Business
C00976,Customer 976,customer976@example.com,Panipat,Haryana,2024-06-13,Corporate
C00977,Customer 977,customer977@example.com,Panipat,Haryana,2026-04-03,Consumer
C00978,Customer 978,customer978@example.com,Mumbai,Maharashtra,2025-04-27,Small Business
C00979,Customer 979,customer979@example.com,Chennai,Tamil Nadu,2024-03-31,Consumer
C00980,Customer 980,customer980@example.com,Bengaluru,Karnataka,2024-08-15,Corporate
C00981,Customer 981,customer981@example.com,Delhi,Delhi,2025-09-15,Consumer
C00982,Customer 982,customer982@example.com,Chennai,Tamil Nadu,2025-02-14,Small Business
C00983,Customer 983,customer983@example.com,Jaipur,Rajasthan,2024-10-20,Small Business
C00984,Customer 984,customer984@example.com,Ahmedabad,Gujarat,2024-02-28,Consumer
C00985,Customer 985,customer985@example.com,Kolkata,West Bengal,2025-03-25,Consumer
C00986,Customer 986,customer986@example.com,Pune,Maharashtra,2026-05-20,Small Business
C00987,Customer 987,customer987@example.com,Jaipur,Rajasthan,2024-10-19,Consumer
C00988,Customer 988,customer988@example.com,Panipat,Haryana,2026-03-13,Small Business
C00989,Customer 989,customer989@example.com,Jaipur,Rajasthan,2025-06-12,Small Business
C00990,Customer 990,customer990@example.com,Pune,Maharashtra,2025-09-21,Consumer
C00991,Customer 991,customer991@example.com,Panipat,Haryana,2025-01-03,Consumer
C00992,Customer 992,customer992@example.com,Panipat,Haryana,2024-06-10,Consumer
C00993,Customer 993,customer993@example.com,Bengaluru,Karnataka,2026-03-09,Corporate
C00994,Customer 994,customer994@example.com,Hyderabad,Telangana,2025-11-16,Corporate
C00995,Customer 995,customer995@example.com,Chennai,Tamil Nadu,2025-08-23,Consumer
C00996,Customer 996,customer996@example.com,Jaipur,Rajasthan,2024-01-16,Small Business
C00997,Customer 997,customer997@example.com,Delhi,Delhi,2024-04-02,Small Business
C00998,Customer 998,customer998@example.com,Bengaluru,Karnataka,2026-01-13,Small Business
C00999,Customer 999,customer999@example.com,Ahmedabad,Gujarat,2024-12-22,Corporate
C01000,Customer 1000,customer1000@example.com,Bengaluru,Karnataka,2024-08-19,Small Business
C01001,Customer 1001,customer1001@example.com,Pune,Maharashtra,2025-04-10,Corporate
C01002,Customer 1002,customer1002@example.com,Ahmedabad,Gujarat,2024-01-05,Corporate
C01003,Customer 1003,customer1003@example.com,Mumbai,Maharashtra,2025-02-20,Small Business
C01004,Customer 1004,customer1004@example.com,Delhi,Delhi,2025-07-26,Consumer
C01005,Customer 1005,customer1005@example.com,Jaipur,Rajasthan,2024-10-28,Corporate
C01006,Customer 1006,customer1006@example.com,Delhi,Delhi,2026-04-02,Small Business
C01007,Customer 1007,customer1007@example.com,Bengaluru,Karnataka,2026-06-16,Small Business
C01008,Customer 1008,customer1008@example.com,Ahmedabad,Gujarat,2024-09-13,Small Business
C01009,Customer 1009,customer1009@example.com,Kolkata,West Bengal,2025-01-21,Small Business
C01010,Customer 1010,customer1010@example.com,Kolkata,West Bengal,2026-02-27,Consumer
C01011,Customer 1011,,Hyderabad,Telangana,2026-03-05,Corporate
C01012,Customer 1012,customer1012@example.com,Kolkata,West Bengal,2025-08-23,Consumer
C01013,Customer 1013,customer1013@example.com,Kolkata,West Bengal,2024-04-29,Corporate
C01014,Customer 1014,customer1014@example.com,Delhi,Delhi,2025-01-26,
C01015,Customer 1015,customer1015@example.com,Pune,Maharashtra,2025-11-24,Small Business
C01016,Customer 1016,customer1016@example.com,Pune,Maharashtra,2026-03-30,Corporate
C01017,Customer 1017,customer1017@example.com,Chennai,Tamil Nadu,2024-12-27,Small Business
C01018,Customer 1018,customer1018@example.com,Jaipur,Rajasthan,2024-01-10,Small Business
C01019,Customer 1019,customer1019@example.com,Bengaluru,Karnataka,2024-09-11,Corporate
C01020,Customer 1020,customer1020@example.com,Delhi,Delhi,2025-02-12,Small Business
C01021,Customer 1021,customer1021@example.com,Hyderabad,Telangana,2024-03-18,Small Business
C01022,Customer 1022,customer1022@example.com,Mumbai,Maharashtra,2025-05-02,Corporate
C01023,Customer 1023,,Hyderabad,Telangana,2024-08-11,Small Business
C01024,Customer 1024,customer1024@example.com,Bengaluru,Karnataka,2024-07-06,Small Business
C01025,Customer 1025,customer1025@example.com,Pune,Maharashtra,2025-05-25,Small Business
C01026,Customer 1026,customer1026@example.com,Pune,Maharashtra,2024-08-28,Small Business
C01027,Customer 1027,customer1027@example.com,Pune,Maharashtra,2026-06-12,Corporate
C01028,Customer 1028,customer1028@example.com,Pune,Maharashtra,2024-08-22,Consumer
C01029,Customer 1029,customer1029@example.com,Pune,Maharashtra,2026-05-06,Small Business
C01030,Customer 1030,customer1030@example.com,Hyderabad,Telangana,2024-06-08,Consumer
C01031,Customer 1031,customer1031@example.com,Delhi,Delhi,2024-03-21,Small Business
C01032,Customer 1032,customer1032@example.com,Kolkata,West Bengal,2025-09-20,Consumer
C01033,Customer 1033,customer1033@example.com,Jaipur,Rajasthan,2024-02-13,Corporate
C01034,Customer 1034,customer1034@example.com,Hyderabad,Telangana,2025-09-27,Corporate
C01035,Customer 1035,customer1035@example.com,Kolkata,West Bengal,2025-08-11,Corporate
C01036,Customer 1036,customer1036@example.com,Kolkata,West Bengal,2024-07-06,Small Business
C01037,Customer 1037,customer1037@example.com,Bengaluru,Karnataka,2025-02-11,Consumer
C01038,Customer 1038,customer1038@example.com,Ahmedabad,Gujarat,2024-05-11,Consumer
C01039,Customer 1039,customer1039@example.com,Jaipur,Rajasthan,2026-03-29,Corporate
C01040,Customer 1040,customer1040@example.com,Kolkata,West Bengal,2025-07-07,Consumer
C01041,Customer 1041,customer1041@example.com,Jaipur,Rajasthan,2024-12-21,Corporate
C01042,Customer 1042,customer1042@example.com,Mumbai,Maharashtra,2025-04-13,Consumer
C01043,Customer 1043,customer1043@example.com,Jaipur,Rajasthan,2025-04-16,Corporate
C01044,Customer 1044,customer1044@example.com,Panipat,Haryana,2024-01-13,Small Business
C01045,Customer 1045,customer1045@example.com,Pune,Maharashtra,2025-01-23,Small Business
C01046,Customer 1046,customer1046@example.com,Delhi,Delhi,2024-11-29,Corporate
C01047,Customer 1047,customer1047@example.com,Ahmedabad,Gujarat,2026-06-01,Corporate
C01048,Customer 1048,customer1048@example.com,Mumbai,Maharashtra,2025-07-15,Corporate
C01049,Customer 1049,customer1049@example.com,Pune,Maharashtra,2024-10-02,Corporate
C01050,Customer 1050,customer1050@example.com,Ahmedabad,Gujarat,2024-12-17,Corporate
C01051,Customer 1051,customer1051@example.com,Mumbai,Maharashtra,2025-05-25,Corporate
C01052,Customer 1052,customer1052@example.com,Pune,Maharashtra,2025-03-05,Small Business
C01053,Customer 1053,customer1053@example.com,Hyderabad,Telangana,2025-01-08,Corporate
C01054,Customer 1054,,Bengaluru,Karnataka,2025-04-06,Consumer
C01055,Customer 1055,customer1055@example.com,Ahmedabad,Gujarat,2024-05-14,Small Business
C01056,Customer 1056,customer1056@example.com,Pune,Maharashtra,2026-04-13,Consumer
C01057,Customer 1057,customer1057@example.com,Bengaluru,Karnataka,2026-04-03,Consumer
C01058,Customer 1058,customer1058@example.com,Jaipur,Rajasthan,2025-03-18,Corporate
C01059,Customer 1059,customer1059@example.com,Pune,Maharashtra,2024-05-29,Small Business
C01060,Customer 1060,customer1060@example.com,Mumbai,Maharashtra,2025-04-29,Consumer
C01061,Customer 1061,customer1061@example.com,Mumbai,Maharashtra,2025-03-07,Corporate
C01062,Customer 1062,customer1062@example.com,Mumbai,Maharashtra,2026-05-19,Small Business
C01063,Customer 1063,customer1063@example.com,Jaipur,Rajasthan,2025-06-30,Small Business
C01064,Customer 1064,customer1064@example.com,Hyderabad,Telangana,2026-03-15,Corporate
C01065,Customer 1065,customer1065@example.com,Bengaluru,Karnataka,2024-09-13,Small Business
C01066,Customer 1066,customer1066@example.com,Ahmedabad,Gujarat,2024-02-18,Corporate
C01067,Customer 1067,customer1067@example.com,Delhi,Delhi,2025-12-08,Consumer
C01068,Customer 1068,customer1068@example.com,Panipat,Haryana,2024-08-08,Corporate
C01069,Customer 1069,customer1069@example.com,Kolkata,West Bengal,2026-05-09,Small Business
C01070,Customer 1070,customer1070@example.com,Delhi,Delhi,2025-04-05,Small Business
C01071,Customer 1071,customer1071@example.com,Hyderabad,Telangana,2024-09-23,Corporate
C01072,Customer 1072,customer1072@example.com,Hyderabad,Telangana,2025-07-27,Small Business
C01073,Customer 1073,customer1073@example.com,Bengaluru,Karnataka,2024-12-18,Consumer
C01074,Customer 1074,customer1074@example.com,Chennai,Tamil Nadu,2024-05-04,Corporate
C01075,Customer 1075,customer1075@example.com,Ahmedabad,Gujarat,2024-07-22,Small Business
C01076,Customer 1076,customer1076@example.com,Ahmedabad,Gujarat,2025-10-27,Small Business
C01077,Customer 1077,customer1077@example.com,Jaipur,Rajasthan,2024-06-27,Corporate
C01078,Customer 1078,customer1078@example.com,Hyderabad,Telangana,2024-11-28,Small Business
C01079,Customer 1079,,Jaipur,Rajasthan,2025-05-14,Small Business
C01080,Customer 1080,customer1080@example.com,Kolkata,West Bengal,2024-03-21,Corporate
C01081,Customer 1081,customer1081@example.com,Ahmedabad,Gujarat,2024-10-20,Corporate
C01082,Customer 1082,customer1082@example.com,Mumbai,Maharashtra,2026-06-08,Consumer
C01083,Customer 1083,customer1083@example.com,Hyderabad,Telangana,2025-03-07,Small Business
C01084,Customer 1084,customer1084@example.com,Ahmedabad,Gujarat,2025-08-08,Corporate
C01085,Customer 1085,customer1085@example.com,Delhi,Delhi,2024-03-22,Consumer
C01086,Customer 1086,customer1086@example.com,Hyderabad,Telangana,2024-08-21,Corporate
C01087,Customer 1087,customer1087@example.com,Hyderabad,Telangana,2025-10-30,Corporate
C01088,Customer 1088,customer1088@example.com,Bengaluru,Karnataka,2025-09-11,Small Business
C01089,Customer 1089,customer1089@example.com,Chennai,Tamil Nadu,2024-10-04,Corporate
C01090,Customer 1090,customer1090@example.com,Hyderabad,Telangana,2026-02-04,Small Business
C01091,Customer 1091,customer1091@example.com,Jaipur,Rajasthan,2025-04-06,Corporate
C01092,Customer 1092,customer1092@example.com,Mumbai,Maharashtra,2024-07-07,Consumer
C01093,Customer 1093,customer1093@example.com,Mumbai,Maharashtra,2026-01-15,Consumer
C01094,Customer 1094,customer1094@example.com,BENGALURU,Karnataka,2026-01-31,Small Business
C01095,Customer 1095,customer1095@example.com,Delhi,Delhi,2024-08-03,Consumer
C01096,Customer 1096,customer1096@example.com,Chennai,Tamil Nadu,2024-04-15,Consumer
C01097,Customer 1097,customer1097@example.com,Delhi,Delhi,2026-06-18,Corporate
C01098,Customer 1098,customer1098@example.com,Jaipur,Rajasthan,2024-02-25,Consumer
C01099,Customer 1099,customer1099@example.com,Chennai,Tamil Nadu,2025-06-20,Consumer
C01100,Customer 1100,customer1100@example.com,Delhi,Delhi,2024-09-25,Small Business
C01101,Customer 1101,customer1101@example.com,Mumbai,Maharashtra,2024-03-27,Small Business
C01102,Customer 1102,customer1102@example.com,Chennai,Tamil Nadu,2024-11-12,Consumer
C01103,Customer 1103,customer1103@example.com,Pune,Maharashtra,2026-01-25,Corporate
C01104,Customer 1104,customer1104@example.com,Kolkata,West Bengal,2025-10-03,Consumer
C01105,Customer 1105,customer1105@example.com,Mumbai,Maharashtra,2025-06-23,Consumer
C01106,Customer 1106,customer1106@example.com,Panipat,Haryana,2024-02-05,Small Business
C01107,Customer 1107,customer1107@example.com,Hyderabad,Telangana,2026-05-31,Corporate
C01108,Customer 1108,customer1108@example.com,Kolkata,West Bengal,2025-04-23,Small Business
C01109,Customer 1109,customer1109@example.com,Bengaluru,Karnataka,2025-07-15,Corporate
C01110,Customer 1110,customer1110@example.com,Mumbai,Maharashtra,2025-12-15,Small Business
C01111,Customer 1111,customer1111@example.com,Mumbai,Maharashtra,2025-08-28,Small Business
C01112,Customer 1112,customer1112@example.com,Kolkata,West Bengal,2025-10-08,Small Business
C01113,Customer 1113,customer1113@example.com,Ahmedabad,Gujarat,2025-03-21,Small Business
C01114,Customer 1114,customer1114@example.com,Jaipur,Rajasthan,2024-11-13,Corporate
C01115,Customer 1115,customer1115@example.com,Kolkata,West Bengal,2025-07-06,Consumer
C01116,Customer 1116,customer1116@example.com,Delhi,Delhi,2025-03-28,Corporate
C01117,Customer 1117,customer1117@example.com,Hyderabad,Telangana,2025-02-26,Corporate
C01118,Customer 1118,customer1118@example.com,Mumbai,Maharashtra,2024-11-06,Consumer
C01119,Customer 1119,customer1119@example.com,Panipat,Haryana,2025-06-19,Consumer
C01120,Customer 1120,customer1120@example.com,Hyderabad,Telangana,2024-10-20,Corporate
C01121,Customer 1121,customer1121@example.com,Jaipur,Rajasthan,2024-01-09,Small Business
C01122,Customer 1122,customer1122@example.com,Kolkata,West Bengal,2026-02-12,Corporate
C01123,Customer 1123,customer1123@example.com,Bengaluru,Karnataka,2024-01-10,Corporate
C01124,Customer 1124,customer1124@example.com,Bengaluru,Karnataka,2025-09-03,Consumer
C01125,Customer 1125,customer1125@example.com,Panipat,Haryana,2025-07-15,Corporate
C01126,Customer 1126,customer1126@example.com,Pune,Maharashtra,2025-02-25,Small Business
C01127,Customer 1127,customer1127@example.com,Chennai,Tamil Nadu,2025-02-08,Consumer
C01128,Customer 1128,customer1128@example.com,Mumbai,Maharashtra,2026-01-02,Small Business
C01129,Customer 1129,customer1129@example.com,Chennai,Tamil Nadu,2026-04-28,Corporate
C01130,Customer 1130,customer1130@example.com,Pune,Maharashtra,2024-09-26,Consumer
C01131,Customer 1131,customer1131@example.com,Chennai,Tamil Nadu,2025-10-02,Consumer
C01132,Customer 1132,customer1132@example.com,Jaipur,Rajasthan,2026-02-21,Small Business
C01133,Customer 1133,customer1133@example.com,Bengaluru,Karnataka,2024-10-18,
C01134,Customer 1134,customer1134@example.com,Jaipur,Rajasthan,2026-04-08,Corporate
C01135,Customer 1135,customer1135@example.com,Chennai,Tamil Nadu,2024-07-11,Consumer
C01136,Customer 1136,customer1136@example.com,Mumbai,Maharashtra,2024-05-19,Corporate
C01137,Customer 1137,customer1137@example.com,Delhi,Delhi,2025-10-14,Corporate
C01138,Customer 1138,invalid-email-1137,Ahmedabad,Gujarat,2025-04-08,Corporate
C01139,Customer 1139,customer1139@example.com,Ahmedabad,Gujarat,2025-05-18,Consumer
C01140,Customer 1140,customer1140@example.com,Hyderabad,Telangana,2024-01-20,Consumer
C01141,Customer 1141,customer1141@example.com,Panipat,Haryana,2025-07-01,Consumer
C01142,Customer 1142,customer1142@example.com,Mumbai,Maharashtra,2024-04-14,Corporate
C01143,Customer 1143,customer1143@example.com,Bengaluru,Karnataka,2024-05-08,Small Business
C01144,Customer 1144,customer1144@example.com,Kolkata,West Bengal,2026-01-14,Consumer
C01145,Customer 1145,customer1145@example.com,Pune,Maharashtra,2024-04-02,Consumer
C01146,Customer 1146,customer1146@example.com,Panipat,Haryana,2025-05-20,Consumer
C01147,Customer 1147,customer1147@example.com,Hyderabad,Telangana,2025-03-06,Corporate
C01148,Customer 1148,customer1148@example.com,Kolkata,West Bengal,2025-01-15,Corporate
C01149,Customer 1149,customer1149@example.com,Panipat,Haryana,2024-12-04,Consumer
C01150,Customer 1150,customer1150@example.com,Mumbai,Maharashtra,2024-02-27,Corporate
C01151,Customer 1151,customer1151@example.com,Chennai,Tamil Nadu,2024-03-14,Small Business
C01152,Customer 1152,customer1152@example.com,Kolkata,West Bengal,2024-07-04,Consumer
C01153,Customer 1153,customer1153@example.com,Bengaluru,Karnataka,2026-04-16,Corporate
C01154,Customer 1154,customer1154@example.com,Panipat,Haryana,2024-05-04,Small Business
C01155,Customer 1155,customer1155@example.com,Pune,Maharashtra,2025-01-29,Corporate
C01156,Customer 1156,customer1156@example.com,Pune,Maharashtra,2026-01-25,
C01157,Customer 1157,customer1157@example.com,Pune,Maharashtra,2025-04-16,Small Business
C01158,Customer 1158,customer1158@example.com,Delhi,Delhi,2025-06-17,Small Business
C01159,Customer 1159,customer1159@example.com,Pune,Maharashtra,2025-04-29,Corporate
C01160,Customer 1160,customer1160@example.com,Bengaluru,Karnataka,2024-11-26,Consumer
C01161,Customer 1161,customer1161@example.com,Panipat,Haryana,2026-02-01,Small Business
C01162,Customer 1162,customer1162@example.com,Jaipur,Rajasthan,2024-05-05,Corporate
